"No.","Time","Source","Destination","Protocol","Length","Info"
"253","9.961690","192.168.1.66","216.58.218.228","QUIC","80","Payload (Encrypted), PKN: 41, CID: 1759074841042734174"
"254","10.564183","192.168.1.66","192.168.1.255","NBNS","92","Name query NB PUJFZNPOB<00>"
"255","10.579869","192.168.1.66","192.168.1.255","NBNS","92","Name query NB PGTDGUYUNOWM<00>"
"256","10.580197","192.168.1.66","192.168.1.255","NBNS","92","Name query NB PFVVMCTZIAEXOVK<00>"
"258","11.086411","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"259","11.087499","192.168.1.66","224.0.0.252","LLMNR","64","Standard query 0xeefe A wpad"
"260","11.512525","192.168.1.66","224.0.0.252","LLMNR","64","Standard query 0xeefe A wpad"
"261","11.842378","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"262","11.980138","192.168.1.66","172.217.11.131","TCP","66","26722  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"263","11.980615","192.168.1.66","172.217.11.131","TCP","66","26723  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"264","12.028549","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"265","12.028846","192.168.1.66","172.217.11.131","TLSv1.2","253","Client Hello"
"266","12.030839","192.168.1.66","172.217.11.131","TCP","54","26723  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"267","12.031125","192.168.1.66","172.217.11.131","TLSv1.2","253","Client Hello"
"268","12.090462","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=200 Ack=2861 Win=66048 Len=0"
"269","12.092614","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=200 Ack=4374 Win=66048 Len=0"
"270","12.092789","192.168.1.66","172.217.11.131","TCP","54","26723  >  443 [ACK] Seq=200 Ack=2861 Win=66048 Len=0"
"271","12.094178","192.168.1.66","172.217.11.131","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"272","12.095672","192.168.1.66","172.217.11.131","TCP","54","26723  >  443 [ACK] Seq=200 Ack=4375 Win=66048 Len=0"
"273","12.097292","192.168.1.66","172.217.11.131","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"274","12.106980","192.168.1.66","172.217.11.131","TCP","54","26723  >  443 [FIN, ACK] Seq=293 Ack=4375 Win=66048 Len=0"
"275","12.107184","192.168.1.66","172.217.11.131","TLSv1.2","107","Application Data"
"276","12.107267","192.168.1.66","172.217.11.131","TLSv1.2","110","Application Data"
"277","12.107340","192.168.1.66","172.217.11.131","TLSv1.2","96","Application Data"
"278","12.107599","192.168.1.66","172.217.11.131","TLSv1.2","257","Application Data"
"279","12.107711","192.168.1.66","172.217.11.131","TLSv1.2","146","Application Data"
"280","12.152141","192.168.1.66","172.217.11.131","TCP","54","26723  >  443 [RST, ACK] Seq=294 Ack=4678 Win=0 Len=0"
"281","12.152253","192.168.1.66","172.217.11.131","TLSv1.2","92","Application Data"
"282","12.164542","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=5066 Win=65536 Len=0"
"283","12.172998","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=6496 Win=66048 Len=0"
"284","12.181219","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=9356 Win=66048 Len=0"
"285","12.183288","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=10786 Win=66048 Len=0"
"286","12.183630","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=13646 Win=66048 Len=0"
"287","12.184636","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=15076 Win=66048 Len=0"
"288","12.192290","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=19366 Win=66048 Len=0"
"289","12.214799","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=22226 Win=66048 Len=0"
"290","12.215031","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=25086 Win=66048 Len=0"
"291","12.225056","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=27946 Win=66048 Len=0"
"292","12.225485","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=30806 Win=66048 Len=0"
"293","12.247899","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=33666 Win=66048 Len=0"
"294","12.249104","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=37956 Win=66048 Len=0"
"295","12.251838","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=40816 Win=66048 Len=0"
"296","12.269782","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=43676 Win=66048 Len=0"
"297","12.271892","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=46536 Win=66048 Len=0"
"298","12.272224","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=49396 Win=66048 Len=0"
"299","12.276058","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=55116 Win=66048 Len=0"
"300","12.305915","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=57976 Win=66048 Len=0"
"301","12.307319","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=62266 Win=66048 Len=0"
"302","12.317143","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=65126 Win=66048 Len=0"
"303","12.319270","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=67986 Win=66048 Len=0"
"304","12.319594","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=70846 Win=66048 Len=0"
"305","12.323513","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=777 Ack=76566 Win=66048 Len=0"
"306","12.324334","192.168.1.66","172.217.11.131","TLSv1.2","100","Application Data"
"307","12.328616","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=77996 Win=66048 Len=0"
"308","12.400544","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=80856 Win=66048 Len=0"
"309","12.401761","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=85146 Win=66048 Len=0"
"310","12.406979","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=92296 Win=66048 Len=0"
"311","12.419743","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=95156 Win=66048 Len=0"
"312","12.421412","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=122326 Win=66048 Len=0"
"313","12.445097","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=125186 Win=66048 Len=0"
"314","12.446815","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=129476 Win=66048 Len=0"
"315","12.447691","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=130906 Win=66048 Len=0"
"316","12.453502","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=136626 Win=66048 Len=0"
"317","12.454395","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=139486 Win=66048 Len=0"
"318","12.455202","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=142346 Win=66048 Len=0"
"319","12.463356","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=143776 Win=66048 Len=0"
"320","12.528652","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=147359 Win=66048 Len=0"
"321","12.596562","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"322","14.699226","192.168.1.66","172.217.19.195","TCP","54","26716  >  443 [ACK] Seq=1 Ack=2 Win=66048 Len=0"
"323","16.145065","192.168.1.66","216.58.192.206","TCP","54","26721  >  443 [ACK] Seq=1 Ack=2 Win=66048 Len=0"
"326","48.441805","192.168.1.66","172.217.9.67","TCP","55","[TCP Keep-Alive] 26699  >  443 [ACK] Seq=463 Ack=4789 Win=65792 Len=1"
"327","48.457407","192.168.1.66","172.217.1.35","TCP","55","[TCP Keep-Alive] 26703  >  443 [ACK] Seq=462 Ack=4789 Win=65792 Len=1"
"328","48.457409","192.168.1.66","172.217.8.195","TCP","55","[TCP Keep-Alive] 26705  >  443 [ACK] Seq=461 Ack=4787 Win=65792 Len=1"
"329","48.457410","192.168.1.66","172.217.8.195","TCP","55","[TCP Keep-Alive] 26704  >  443 [ACK] Seq=461 Ack=4787 Win=65792 Len=1"
"330","48.457523","192.168.1.66","172.217.9.67","TCP","55","[TCP Keep-Alive] 26700  >  443 [ACK] Seq=463 Ack=4790 Win=65792 Len=1"
"331","48.473052","192.168.1.66","74.125.138.95","TCP","55","[TCP Keep-Alive] 26701  >  443 [ACK] Seq=465 Ack=4288 Win=65792 Len=1"
"332","48.473054","192.168.1.66","74.125.138.95","TCP","55","[TCP Keep-Alive] 26702  >  443 [ACK] Seq=465 Ack=4288 Win=65792 Len=1"
"333","48.605037","192.168.1.66","172.217.1.42","TCP","55","[TCP Keep-Alive] 26706  >  443 [ACK] Seq=773 Ack=6021 Win=66048 Len=1"
"334","48.642304","192.168.1.66","172.217.1.35","TCP","55","[TCP Keep-Alive] 26707  >  443 [ACK] Seq=789 Ack=4559 Win=65536 Len=1"
"335","49.404796","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26713  >  443 [ACK] Seq=460 Ack=4190 Win=65792 Len=1"
"336","49.404798","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26710  >  443 [ACK] Seq=460 Ack=4190 Win=64768 Len=1"
"337","49.404799","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26712  >  443 [ACK] Seq=460 Ack=4190 Win=65792 Len=1"
"338","49.404868","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26708  >  443 [ACK] Seq=649 Ack=4228 Win=65792 Len=1"
"339","49.723077","192.168.1.66","172.217.19.195","TCP","55","[TCP Keep-Alive] 26714  >  443 [ACK] Seq=461 Ack=4788 Win=65792 Len=1"
"340","49.741915","192.168.1.66","172.217.19.195","TCP","55","[TCP Keep-Alive] 26715  >  443 [ACK] Seq=461 Ack=4786 Win=65792 Len=1"
"341","50.283128","192.168.1.66","172.217.11.131","TCP","55","[TCP Keep-Alive] 26717  >  443 [ACK] Seq=461 Ack=4787 Win=65792 Len=1"
"342","50.283130","192.168.1.66","172.217.11.131","TCP","55","[TCP Keep-Alive] 26718  >  443 [ACK] Seq=461 Ack=4787 Win=65792 Len=1"
"343","51.218914","192.168.1.66","216.58.192.206","TCP","55","[TCP Keep-Alive] 26720  >  443 [ACK] Seq=461 Ack=4214 Win=65792 Len=1"
"344","51.218915","192.168.1.66","216.58.192.206","TCP","55","[TCP Keep-Alive] 26719  >  443 [ACK] Seq=461 Ack=4214 Win=65792 Len=1"
"345","57.530311","192.168.1.66","172.217.11.131","TCP","55","[TCP Keep-Alive] 26722  >  443 [ACK] Seq=822 Ack=147359 Win=66048 Len=1"
"346","59.714761","192.168.1.66","172.217.19.195","TCP","55","[TCP Keep-Alive] 26716  >  443 [ACK] Seq=0 Ack=2 Win=66048 Len=1"
"348","61.146100","192.168.1.66","216.58.192.206","TCP","55","[TCP Keep-Alive] 26721  >  443 [ACK] Seq=0 Ack=2 Win=66048 Len=1"
"349","62.861315","192.168.1.66","216.58.192.206","TCP","54","26719  >  443 [FIN, ACK] Seq=462 Ack=4214 Win=65792 Len=0"
"350","62.861435","192.168.1.66","216.58.192.206","TCP","54","26719  >  443 [RST, ACK] Seq=463 Ack=4214 Win=0 Len=0"
"351","62.861674","192.168.1.66","216.58.192.206","TCP","54","26720  >  443 [FIN, ACK] Seq=462 Ack=4214 Win=65792 Len=0"
"352","62.861745","192.168.1.66","216.58.192.206","TCP","54","26720  >  443 [RST, ACK] Seq=463 Ack=4214 Win=0 Len=0"
"353","62.861983","192.168.1.66","172.217.19.195","TCP","54","26714  >  443 [FIN, ACK] Seq=462 Ack=4788 Win=65792 Len=0"
"354","62.862056","192.168.1.66","172.217.19.195","TCP","54","26714  >  443 [RST, ACK] Seq=463 Ack=4788 Win=0 Len=0"
"355","62.862272","192.168.1.66","172.217.19.195","TCP","54","26715  >  443 [FIN, ACK] Seq=462 Ack=4786 Win=65792 Len=0"
"356","62.862343","192.168.1.66","172.217.19.195","TCP","54","26715  >  443 [RST, ACK] Seq=463 Ack=4786 Win=0 Len=0"
"357","62.862565","192.168.1.66","172.217.9.67","TCP","54","26699  >  443 [FIN, ACK] Seq=464 Ack=4789 Win=65792 Len=0"
"358","62.862662","192.168.1.66","172.217.9.67","TCP","54","26699  >  443 [RST, ACK] Seq=465 Ack=4789 Win=0 Len=0"
"359","62.862880","192.168.1.66","172.217.9.67","TCP","54","26700  >  443 [FIN, ACK] Seq=464 Ack=4790 Win=65792 Len=0"
"360","62.862944","192.168.1.66","172.217.9.67","TCP","54","26700  >  443 [RST, ACK] Seq=465 Ack=4790 Win=0 Len=0"
"361","62.863173","192.168.1.66","74.125.138.95","TCP","54","26702  >  443 [FIN, ACK] Seq=466 Ack=4288 Win=65792 Len=0"
"362","62.863235","192.168.1.66","74.125.138.95","TCP","54","26702  >  443 [RST, ACK] Seq=467 Ack=4288 Win=0 Len=0"
"363","62.863424","192.168.1.66","74.125.138.95","TCP","54","26701  >  443 [FIN, ACK] Seq=466 Ack=4288 Win=65792 Len=0"
"364","62.863481","192.168.1.66","74.125.138.95","TCP","54","26701  >  443 [RST, ACK] Seq=467 Ack=4288 Win=0 Len=0"
"365","62.863641","192.168.1.66","172.217.1.35","TCP","54","26703  >  443 [FIN, ACK] Seq=463 Ack=4789 Win=65792 Len=0"
"366","62.863701","192.168.1.66","172.217.1.35","TCP","54","26703  >  443 [RST, ACK] Seq=464 Ack=4789 Win=0 Len=0"
"367","62.863838","192.168.1.66","172.217.11.131","TCP","54","26717  >  443 [FIN, ACK] Seq=462 Ack=4787 Win=65792 Len=0"
"368","62.863891","192.168.1.66","172.217.11.131","TCP","54","26717  >  443 [RST, ACK] Seq=463 Ack=4787 Win=0 Len=0"
"369","62.864010","192.168.1.66","172.217.11.131","TCP","54","26718  >  443 [FIN, ACK] Seq=462 Ack=4787 Win=65792 Len=0"
"370","62.864050","192.168.1.66","172.217.11.131","TCP","54","26718  >  443 [RST, ACK] Seq=463 Ack=4787 Win=0 Len=0"
"371","62.864190","192.168.1.66","216.58.218.228","TCP","54","26710  >  443 [FIN, ACK] Seq=461 Ack=4190 Win=64768 Len=0"
"372","62.864249","192.168.1.66","216.58.218.228","TCP","54","26710  >  443 [RST, ACK] Seq=462 Ack=4190 Win=0 Len=0"
"373","62.864377","192.168.1.66","216.58.218.228","TCP","54","26713  >  443 [FIN, ACK] Seq=461 Ack=4190 Win=65792 Len=0"
"374","62.864416","192.168.1.66","216.58.218.228","TCP","54","26713  >  443 [RST, ACK] Seq=462 Ack=4190 Win=0 Len=0"
"375","62.864548","192.168.1.66","216.58.218.228","TCP","54","26712  >  443 [FIN, ACK] Seq=461 Ack=4190 Win=65792 Len=0"
"376","62.864608","192.168.1.66","216.58.218.228","TCP","54","26712  >  443 [RST, ACK] Seq=462 Ack=4190 Win=0 Len=0"
"377","62.864736","192.168.1.66","172.217.8.195","TCP","54","26704  >  443 [FIN, ACK] Seq=462 Ack=4787 Win=65792 Len=0"
"378","62.864781","192.168.1.66","172.217.8.195","TCP","54","26704  >  443 [RST, ACK] Seq=463 Ack=4787 Win=0 Len=0"
"379","62.864888","192.168.1.66","172.217.8.195","TCP","54","26705  >  443 [FIN, ACK] Seq=462 Ack=4787 Win=65792 Len=0"
"380","62.864930","192.168.1.66","172.217.8.195","TCP","54","26705  >  443 [RST, ACK] Seq=463 Ack=4787 Win=0 Len=0"
"383","62.883240","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"384","62.884415","192.168.1.66","224.0.0.252","LLMNR","64","Standard query 0x5034 A wpad"
"386","62.913140","192.168.1.66","78.46.66.108","TCP","66","26724  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"387","62.936028","192.168.1.66","136.243.58.99","TCP","66","26725  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"388","63.077539","192.168.1.66","78.46.66.108","TCP","54","26724  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"389","63.077881","192.168.1.66","78.46.66.108","TLSv1.2","276","Client Hello"
"390","63.093315","192.168.1.66","136.243.58.99","TCP","54","26725  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"391","63.093650","192.168.1.66","136.243.58.99","TLSv1.2","270","Client Hello"
"392","63.253328","192.168.1.66","78.46.66.108","TCP","54","26724  >  443 [ACK] Seq=223 Ack=4381 Win=65536 Len=0"
"393","63.253515","192.168.1.66","78.46.66.108","TCP","54","26724  >  443 [ACK] Seq=223 Ack=6984 Win=65536 Len=0"
"394","63.257807","192.168.1.66","78.46.66.108","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"395","63.266771","192.168.1.66","136.243.58.99","TCP","54","26725  >  443 [ACK] Seq=217 Ack=2921 Win=65536 Len=0"
"396","63.267837","192.168.1.66","136.243.58.99","TCP","54","26725  >  443 [ACK] Seq=217 Ack=6988 Win=65536 Len=0"
"397","63.271904","192.168.1.66","136.243.58.99","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"398","63.303971","192.168.1.66","224.0.0.252","LLMNR","64","Standard query 0x5034 A wpad"
"399","63.443182","192.168.1.66","78.46.66.108","TLSv1.2","592","Application Data"
"400","63.449091","192.168.1.66","136.243.58.99","TLSv1.2","581","Application Data"
"401","63.647927","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"402","63.662956","192.168.1.66","136.243.58.99","TCP","54","26725  >  443 [FIN, ACK] Seq=870 Ack=7606 Win=65024 Len=0"
"403","63.663205","192.168.1.66","136.243.58.99","TCP","54","26725  >  443 [RST, ACK] Seq=871 Ack=7637 Win=0 Len=0"
"404","63.680898","192.168.1.66","78.46.66.108","TCP","54","26724  >  443 [ACK] Seq=887 Ack=12744 Win=65536 Len=0"
"405","63.698316","192.168.1.66","78.46.66.108","TCP","54","26724  >  443 [FIN, ACK] Seq=887 Ack=12744 Win=65536 Len=0"
"406","64.406960","192.168.1.66","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"408","93.646123","192.168.1.66","172.217.1.42","TCP","55","[TCP Keep-Alive] 26706  >  443 [ACK] Seq=773 Ack=6021 Win=66048 Len=1"
"409","93.677382","192.168.1.66","172.217.1.35","TCP","55","[TCP Keep-Alive] 26707  >  443 [ACK] Seq=789 Ack=4559 Win=65536 Len=1"
"410","94.541123","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26708  >  443 [ACK] Seq=649 Ack=4228 Win=65792 Len=1"
"412","102.587363","192.168.1.66","172.217.11.131","TCP","55","[TCP Keep-Alive] 26722  >  443 [ACK] Seq=822 Ack=147359 Win=66048 Len=1"
"414","122.034637","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"415","123.048413","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"416","124.050605","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"418","125.051553","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"420","128.059604","192.168.1.66","64.4.54.253","TCP","66","26726  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"421","128.130321","192.168.1.66","64.4.54.253","TCP","54","26726  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"422","128.130713","192.168.1.66","64.4.54.253","TLSv1.2","250","Client Hello"
"423","128.211063","192.168.1.66","64.4.54.253","TCP","54","26726  >  443 [ACK] Seq=197 Ack=3674 Win=66048 Len=0"
"424","128.212747","192.168.1.66","64.4.54.253","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"425","128.286134","192.168.1.66","64.4.54.253","TLSv1.2","523","Application Data"
"426","128.407612","192.168.1.66","64.4.54.253","TCP","54","26726  >  443 [ACK] Seq=848 Ack=3962 Win=65792 Len=0"
"428","136.878387","192.168.1.66","172.217.3.36","QUIC","1392","Client Hello, PKN: 1, CID: 2860429232311617513"
"429","136.878705","192.168.1.66","172.217.3.36","QUIC","581","Payload (Encrypted), PKN: 2, CID: 2860429232311617513"
"430","136.938320","192.168.1.66","172.217.3.36","QUIC","83","Payload (Encrypted), PKN: 3, CID: 2860429232311617513"
"431","136.938514","192.168.1.66","172.217.3.36","QUIC","77","Payload (Encrypted), PKN: 4, CID: 2860429232311617513"
"432","136.964571","192.168.1.66","172.217.3.36","QUIC","77","Payload (Encrypted), PKN: 5, CID: 2860429232311617513"
"433","137.100278","192.168.1.66","172.217.3.36","QUIC","80","Payload (Encrypted), PKN: 6, CID: 2860429232311617513"
"435","138.527912","192.168.1.66","172.217.0.74","TCP","66","26727  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"436","138.573295","192.168.1.66","172.217.0.74","TCP","54","26727  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"437","138.573625","192.168.1.66","172.217.0.74","TLSv1.2","269","Client Hello"
"438","138.677165","192.168.1.66","172.217.1.42","TCP","55","[TCP Keep-Alive] 26706  >  443 [ACK] Seq=773 Ack=6021 Win=66048 Len=1"
"439","138.712764","192.168.1.66","172.217.1.35","TCP","55","[TCP Keep-Alive] 26707  >  443 [ACK] Seq=789 Ack=4559 Win=65536 Len=1"
